Class,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,lbp0,lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9
STR,8971,3571,2159,694,303,103,42,20,11,2,8502,4845,1696,497,174,94,37,20,8,3,3602,5288,3354,2094,908,359,169,55,34,13,0.336116910215611,0.06471816283654622,0.04926931106266099,0.1043841336073326,0.09853862212532198,0.006680584550869287,0.09519832984988734,0.21336116909338784,0.02839248434119447,0.0033402922754346433
STR,10022,2289,2445,695,252,109,42,14,3,5,6569,4566,2420,1263,605,255,116,62,16,4,3727,5657,3650,1573,822,303,100,26,9,9,0.2888790429646044,0.06158617633754603,0.0301284891435477,0.09481612759881188,0.09392999556517811,0.006645990252253169,0.07797961895977051,0.30615861762046265,0.035002215328533356,0.004873726184985657
STR,15858,0,0,0,0,0,3,11,0,4,7999,4496,1735,912,391,197,81,49,14,2,4549,6049,3095,1286,528,191,101,60,13,4,0.4094721262748164,0.09965466205724446,0.03009373458164313,0.08238776516613774,0.09274790330080178,0.0049333991117447755,0.07646768623204402,0.15096201281939012,0.043907252094528504,0.009373458312315073
STR,12938,2601,198,33,29,26,4,33,3,11,15690,44,16,0,0,0,0,0,9,117,14749,995,6,0,0,0,20,26,57,23,0.34557235419300364,0.07559395247971955,0.027537796974754978,0.08045356371055866,0.09017278617223688,0.006479481641118818,0.0847732181379712,0.2170626349774804,0.061555075590628776,0.010799136068531364
STR,9891,4592,1031,245,76,16,12,8,3,2,9019,4108,1642,585,262,127,78,33,12,10,3375,5069,3434,2059,930,574,235,137,47,16,0.36318897636007924,0.0841535433029452,0.040354330706675476,0.0812007873975787,0.09153543306636144,0.009842519684554994,0.0871062992083117,0.17962598424312864,0.04822834645431947,0.01476377952683249
STR,8862,2958,2117,1138,485,172,66,64,12,2,9079,4116,1546,618,272,128,77,29,7,4,3784,5464,3553,1677,762,337,154,79,43,23,0.32613908871337466,0.07386091126744072,0.03836930455451466,0.11079136690116109,0.09832134292094383,0.006714628297040066,0.07913669064368649,0.22206235010925363,0.03693045563372036,0.007673860910902933
STR,9335,2364,959,1820,825,352,121,54,34,12,9036,4346,1494,541,262,120,43,14,15,5,4280,6307,3108,1335,521,175,93,48,7,2,0.4207622868394803,0.10581745235176442,0.037111334000144866,0.07973921764895991,0.09277833500036217,0.008024072216247539,0.08676028083817651,0.12337011032480591,0.03660982948662939,0.009027081243278482
STR,8538,2689,2241,1367,673,192,113,42,18,3,9256,4066,1534,650,242,78,31,5,6,8,2681,4507,3542,2415,1498,697,286,145,85,20,0.3035538005773172,0.058242843037599065,0.01974333662291494,0.09328726554327309,0.09180651529655447,0.005923000986874482,0.10513326751702205,0.28529121420112086,0.03307008884338252,0.0039486673245829875
STR,9612,3001,2106,784,218,91,38,18,7,1,11952,2595,730,312,157,67,44,5,6,8,3661,5808,3122,1748,840,410,186,71,23,7,0.3792102206516138,0.08478513356069772,0.036004645758652455,0.0731707317030679,0.0934959349539201,0.005226480835933421,0.10801393727595737,0.16666666665698798,0.042973286873230356,0.010452961671866842
STR,11315,1512,1846,798,247,109,31,14,0,4,7244,4869,2327,877,335,120,48,38,8,10,3373,6126,3490,1771,676,240,131,43,20,6,0.35662299852709256,0.07326540513957956,0.04221251819300279,0.09995147985929397,0.09704027170805239,0.006792819019563668,0.08539543910308611,0.18340611352821903,0.04997573992964698,0.005337214943942882
STR,9396,2334,2417,1183,388,90,53,7,3,5,11145,2741,1053,506,212,107,55,45,8,4,3981,5974,2869,1480,706,518,232,77,28,11,0.3901319563746338,0.10212277681571297,0.0436029833595179,0.08605851978852216,0.08950086058006305,0.008605851978852217,0.09695926562840164,0.14170969591843316,0.03098106712386798,0.010327022374622661
STR,13031,1605,1023,147,43,5,12,6,1,3,5476,5676,2560,1116,568,283,124,47,16,10,2947,6227,3945,1809,634,222,56,24,10,2,0.41117216115333466,0.10714285713795134,0.043498168496176826,0.10439560439082439,0.09386446886017105,0.013278388277780294,0.06593406593104698,0.12454212453642208,0.028846153844833054,0.007326007325671887
STR,9148,2035,2368,1261,630,225,140,43,18,8,9608,4065,1428,444,208,86,24,7,4,2,3252,5560,3635,1675,924,456,227,94,38,15,0.3262946203958625,0.054801407739828986,0.02916038210009249,0.08446455504854376,0.12016088486072594,0.004524886877600559,0.08195072900543234,0.2463549522249193,0.046757164401872435,0.005530417294845127
STR,10441,1653,2206,1119,266,119,49,12,4,7,14304,991,351,129,47,26,15,7,3,3,5406,5879,2437,1111,525,235,160,77,39,7,0.3327137546313795,0.0906133828954176,0.039962825276953405,0.08689591077663124,0.07992565055390681,0.013940520445448861,0.07667286244996874,0.22908921932020962,0.045074349440284656,0.005111524163331249
STR,15714,64,0,0,0,10,60,6,17,5,10928,3832,859,154,48,19,17,11,1,7,6935,5452,2316,724,254,101,34,28,20,12,0.33744855965535214,0.08184727937440113,0.03978052126018379,0.0937357110153756,0.05395518975519181,0.011888431640974466,0.07590306355391391,0.2629172382138584,0.030178326473242877,0.012345679011781177
STR,10158,1254,2358,777,744,414,106,42,20,3,8094,4230,1937,865,452,160,73,47,11,7,3648,5675,3627,1585,747,331,132,73,44,14,0.3207010895158361,0.05258171482460532,0.02984367598153275,0.08195168166357406,0.08621506394665017,0.005210800568204131,0.09521553765536639,0.28848886782148325,0.03505447654973688,0.004737091425640119
STR,9749,3205,1746,839,208,89,26,7,1,6,10625,3292,1054,477,228,107,62,25,5,1,4156,5270,3194,1672,749,447,228,110,34,16,0.3277945619170295,0.06092648539471669,0.03524672708785263,0.08308157099279549,0.07905337361132661,0.00503524672683609,0.09768378650062015,0.2522658610144881,0.05085599194104451,0.008056394762937744
STR,10118,1749,2492,710,492,196,64,34,15,6,10772,3428,994,373,197,77,25,4,4,2,3779,5452,3486,1557,874,397,186,96,36,13,0.2906341873040473,0.05921881562120039,0.03023939521082573,0.08693826123112397,0.06467870642315504,0.010079798403608576,0.08693826123112397,0.32171356571517373,0.04451910961593788,0.005039899201804288
STR,10972,3367,683,268,310,203,35,25,9,4,8422,4302,1800,792,302,144,71,22,9,12,3411,5237,3655,2041,897,403,149,53,23,7,0.3255451713226612,0.06386292834559382,0.0389408099668255,0.08151609553055472,0.09034267912303516,0.005711318795134407,0.10851505710755373,0.2471443405894525,0.03322949117169109,0.0051921079955767335
STR,15820,38,10,0,0,1,1,2,2,2,15425,174,123,72,29,18,13,11,10,1,3873,5456,3534,1634,886,263,139,51,24,16,0.340140023317378,0.05309218202724083,0.0303383897298519,0.07934655775499729,0.1213535589194076,0.007001166860735054,0.10560093348275373,0.229288214689073,0.031505250873307744,0.002333722286911685
STR,10544,2594,1432,952,213,82,42,11,3,3,7965,4414,1922,941,361,165,66,20,17,5,3962,5689,3445,1524,648,308,153,96,46,5,0.36086270382110136,0.10468174644373057,0.031036296684322128,0.10362966859002473,0.062072593368644256,0.006312467122235009,0.0752235665399672,0.20620725932634365,0.042083114148233396,0.007890583902793761
STR,10476,2811,1494,819,152,72,35,9,5,3,9358,3698,1444,719,319,167,94,40,27,10,6108,6067,2331,690,337,175,112,41,10,5,0.42359249327487436,0.10402144771560207,0.03270777479717384,0.0906166219790554,0.07077747988896635,0.008579088471389862,0.07292225200681382,0.15495978551447936,0.034316353885559446,0.007506702412466129
STR,11807,2203,864,430,360,146,35,23,7,1,8462,3315,2207,1076,470,197,78,39,25,7,2137,4611,3982,2520,1329,742,367,130,42,16,0.36358866734713596,0.07607555088792887,0.04721930744767999,0.10598111227145954,0.09181532003715553,0.0036726128014862216,0.09653725078192354,0.18153200418774754,0.028856243440248883,0.004721930744767999
STR,15802,56,10,0,0,1,1,2,2,2,15095,361,197,105,44,25,17,14,14,4,4138,6044,3245,1485,567,240,86,48,15,8,0.34196586225179715,0.039434961739880224,0.0329605650363178,0.08828722777585125,0.14008240140435066,0.00588581518505675,0.10005885814596474,0.21718658032859406,0.031194820480800776,0.002942907592528375
STR,15831,21,1,3,0,0,11,7,0,2,9682,3264,1777,778,236,73,39,11,9,7,2553,4881,4025,2351,1145,577,237,79,24,4,0.31189189187503286,0.05513513513215486,0.04594594594346238,0.09405405404897005,0.06702702702340395,0.009189189188692475,0.10810810810226443,0.2724324324177063,0.02756756756607743,0.008648648648181153
STR,10679,3573,1004,375,139,65,14,16,8,3,9895,3988,1194,393,203,120,51,14,12,6,3344,5751,3617,1817,745,378,142,61,16,5,0.33094629154317406,0.05063938618666806,0.03580562659663398,0.09411764705400932,0.07979539641535573,0.004603580562424369,0.09923273656781417,0.25780051149576466,0.04040920715905835,0.006649616367946311
STR,8888,1969,2103,1746,543,386,154,47,21,19,8743,4152,1618,768,301,150,91,32,17,4,3662,6039,3469,1444,664,347,171,58,19,3,0.37303735785744246,0.06063887384620255,0.047103410934103765,0.10286951813195075,0.0866269626374322,0.0021656740659358052,0.08987547373633592,0.2014076881320299,0.03140227395606918,0.004872766648355562
STR,15714,64,0,0,0,10,60,6,17,5,6221,3732,2835,1688,837,355,134,56,14,4,5843,3804,2660,1799,921,505,209,103,26,6,0.3869267263897245,0.11070110700523451,0.04797047970226829,0.07854507116085688,0.07538218238927874,0.010015814443330742,0.07538218238927874,0.16657880863644814,0.03373748023016671,0.014760147600697935
STR,10982,1137,1355,1374,651,206,93,50,19,9,9362,3939,1526,599,252,100,62,13,16,7,4046,5291,3557,1804,739,264,116,51,7,1,0.3205492424090649,0.05634469696702914,0.03787878787699438,0.08854166666247436,0.0653409090878153,0.003787878787699438,0.10890151514635883,0.28314393938053295,0.028409090907745783,0.007102272726936446
STR,10643,3207,1561,349,86,20,6,2,0,2,11727,2776,734,370,166,55,26,16,5,1,3842,6192,3229,1514,595,276,133,67,19,9,0.34025483717129523,0.06370929683512462,0.037753657383777554,0.09721566776322721,0.0849457291134995,0.0061349693248638525,0.08400188767890505,0.2354884379313125,0.04294478527404697,0.007550731476755511
STR,10133,1772,2615,943,266,85,47,5,5,5,14045,1133,411,170,61,28,15,7,3,3,6253,5419,2249,924,502,292,143,65,19,10,0.34890371780987117,0.07149666348562933,0.0362249761660522,0.0905624404151305,0.0924690181080806,0.012392755004175752,0.09103908483836802,0.20257387987594977,0.04957102001670301,0.004766444232375289
STR,10791,3370,806,415,98,251,95,21,19,10,9401,4053,1378,504,282,156,66,16,14,6,3446,5382,3577,2001,824,373,174,69,23,7,0.32055929568510827,0.06473329880555498,0.038322112892888546,0.09787674779399913,0.07353702744311046,0.006732263075777718,0.11859140341177672,0.23821853960444234,0.03573278094066635,0.005696530294888838
STR,13329,1906,505,74,41,16,4,0,0,1,15591,116,47,34,24,25,26,10,2,1,8728,4902,1527,466,90,47,76,25,11,4,0.4190140844824522,0.10387323943052387,0.056924882625767316,0.07805164318790776,0.07922535210802668,0.006455399060654026,0.10798122065094007,0.0980046948299293,0.04225352112428089,0.008215962440832397
STR,10485,2861,1670,564,149,57,58,24,3,5,10332,3592,992,478,237,115,72,36,13,9,6317,6455,2146,502,228,112,74,26,11,5,0.4434554973589814,0.09371727748200433,0.030366492145006987,0.08900523559743427,0.08272251308467421,0.010471204187933444,0.07068062826855075,0.12408376962701131,0.044502617798717135,0.010994764397330117
STR,9101,2593,2415,1179,368,131,56,17,6,10,8913,3798,1523,730,407,263,124,64,42,12,3686,5985,3345,1428,707,390,224,79,26,6,0.34447983013033545,0.06740976645077443,0.03662420381971209,0.09023354564276892,0.09819532908183676,0.0021231422504180923,0.09872611464444128,0.21549893841743636,0.03980891719533923,0.006900212313858799
STR,11938,2293,1277,241,77,24,16,6,1,3,11478,3171,735,224,112,62,50,25,10,9,7313,6440,1592,301,122,43,35,15,10,5,0.4350877192764367,0.10325814535823268,0.04160401002297724,0.08020050124911275,0.08571428570998925,0.01704260651543646,0.06917293232735976,0.11679197994402045,0.04160401002297724,0.00952380952333214
STR,10039,2451,2407,636,205,79,36,12,2,9,8173,4446,1816,778,358,158,91,32,12,12,3987,5633,3457,1619,674,288,142,47,22,7,0.37824406403212346,0.0739922694602986,0.048591938153031915,0.09497515184456239,0.08779679734468267,0.0016565433461260882,0.09387078961381166,0.1938155714967523,0.022087244615014507,0.004969630038378264
STR,12023,1351,1347,769,173,98,72,14,3,26,8406,5060,1687,457,164,62,19,8,3,10,4531,5599,3809,1305,442,146,32,6,1,5,0.38724662160526835,0.11739864864369094,0.044763513511623165,0.128378378372957,0.07601351351030348,0.007179054053750885,0.07432432432118563,0.1355574324267079,0.0244932432422089,0.004645270270074102
STR,8893,2678,2458,1266,365,129,66,19,1,1,12503,2025,830,332,114,42,17,7,3,3,4458,5249,2706,1541,920,539,313,112,31,7,0.3414006179020906,0.06848609680388845,0.03347064881393045,0.08753861997489502,0.09835221420708794,0.009268795056165355,0.08238928938813649,0.22348094746532024,0.04685890833950263,0.008753861997489502
STR,15850,12,6,0,0,1,1,2,2,2,15710,59,25,25,11,14,12,8,7,5,4287,5915,3423,1363,643,133,70,27,6,9,0.32984901275668704,0.040650406501704386,0.033101045294245,0.09581881532544606,0.10743321718307589,0.005807200928814912,0.12311265969087615,0.22706155631666308,0.03426248548000799,0.002903600464407456
STR,10389,3060,1336,645,228,129,31,36,17,5,8503,4823,1673,526,194,75,52,18,7,5,2855,5581,3819,2036,925,483,113,42,16,6,0.34126984125049487,0.04308390022431497,0.03287981859224037,0.09750566892871283,0.11451247164883716,0.006802721088049732,0.10147392289674184,0.22675736960165774,0.033446712016244516,0.0022675736960165774
STR,11566,1494,1663,645,239,164,51,42,11,1,8430,4980,1651,533,165,64,27,14,11,1,4661,5541,3615,1235,514,222,62,16,5,5,0.36426413464116253,0.10617177384090756,0.0500647388843304,0.11652999567904489,0.07639188605626276,0.010358221838137324,0.07941303409238615,0.15968925333795042,0.029779887784644805,0.007337073802013937
STR,10711,1094,2240,736,711,231,80,47,20,6,9785,3949,1275,482,235,84,41,16,2,7,4612,5957,3177,1206,519,226,90,51,26,12,0.31024471172500023,0.058067192034090956,0.031107424303977296,0.08378266279204552,0.05309000414545459,0.009124844462500007,0.09539610119886371,0.320199087502273,0.033181252590909115,0.005806719203409095
STR,10228,3081,1845,463,159,51,30,8,2,9,9831,3691,1251,508,304,176,71,19,19,6,4177,5725,3227,1531,621,286,182,87,29,11,0.3450777201893742,0.07098445595487127,0.04300518134492201,0.10621761657480737,0.07823834196485811,0.0025906735749953017,0.10155440413981583,0.2113989637196166,0.03419689118993798,0.006735751294987785
STR,11585,2305,1188,303,244,196,29,21,4,1,8676,3977,1890,817,307,119,53,16,15,6,3280,5131,3820,2005,880,456,188,78,24,14,0.3224346076296562,0.06036217303519305,0.033702213277982784,0.09607645874768227,0.06539235412145913,0.006539235412145914,0.09657947685630888,0.2786720321791412,0.033199195169356176,0.007042253520772522
STR,9078,3385,2061,933,268,102,35,6,1,7,13042,1668,678,302,114,42,17,7,3,3,4602,5361,2794,1423,814,477,266,101,31,7,0.33592938731381466,0.06749740394249754,0.03374870197124877,0.08515057112745843,0.09813084111640026,0.005711318795134407,0.08618899272657378,0.2201453790124535,0.058151609550459414,0.00934579439203812
STR,14051,1583,201,16,12,9,3,0,0,1,9430,3787,1655,657,240,77,22,7,0,1,3155,4903,3872,2147,1085,424,179,59,37,15,0.37134778509088845,0.0890669179976877,0.05278039585048161,0.10084825635717021,0.07351555136317081,0.0051837888781723004,0.11781338359482502,0.14326107445130723,0.038171536284723306,0.0080113100844481
STR,8999,2362,2332,1372,458,209,71,40,25,8,12539,2046,826,294,101,40,17,7,3,3,3857,5382,2992,1690,963,510,309,121,45,7,0.3252833908168909,0.06850665352052702,0.035978314438837936,0.0852636766838214,0.08723509117362074,0.012814194183695702,0.08427796943892173,0.25480532280656454,0.04287826515313562,0.0029571217346990083
STR,11319,1869,1497,691,176,136,18,155,3,12,9583,3742,1533,618,228,89,43,20,14,6,3337,5396,3850,1924,812,357,128,40,18,14,0.3158146201473572,0.040611562348752434,0.0348781653112815,0.07978977543813714,0.08122312469750487,0.00477783086455911,0.09746774963700584,0.3072145245911508,0.03201146679254604,0.006211180123926843
STR,15714,64,0,0,0,10,60,6,17,5,10993,3357,937,288,124,80,53,22,13,9,5459,5543,2939,1108,494,180,69,49,23,12,0.30801335557979914,0.07929883138233311,0.039649415691166555,0.10016694490399972,0.060934891483266494,0.0116861435721333,0.06928213689193313,0.2829716193537992,0.039649415691166555,0.008347245408666644
STR,15714,64,0,0,0,10,60,6,17,5,15756,45,25,12,14,6,10,5,1,2,7904,5305,1835,486,191,93,28,22,7,5,0.3843963553311847,0.08997722095159583,0.04043280182002091,0.0871298405417352,0.05296127562340767,0.004555808655777004,0.09510250568934496,0.20159453301813243,0.030751708426494776,0.013097949885358886
STR,11960,983,1780,843,190,69,25,14,8,4,7463,4599,2063,1077,422,143,77,25,6,1,1918,4711,4150,2520,1466,654,291,120,36,10,0.34669151908915696,0.10205032618350185,0.04147250698781582,0.09832246038684425,0.06710158433983683,0.013047530288301606,0.09319664491644004,0.1901211556295377,0.041006523763233625,0.006989748368733004
STR,11852,2377,960,274,249,108,38,13,4,1,9111,3724,1837,753,249,107,55,19,15,6,3672,5488,3702,1650,697,404,151,75,24,13,0.35078800201571997,0.07676664971648364,0.04168784951491165,0.09710218606522103,0.07473309608160991,0.005083884087184348,0.07625826130776521,0.23640061005407215,0.032028469749261386,0.009150991356931825
STR,12077,957,1509,623,539,83,49,20,14,5,11051,3454,979,303,63,16,6,2,1,1,3186,6167,3763,1767,587,240,113,41,10,2,0.37040764970455925,0.09461499747888198,0.0402617010548434,0.10971313537444825,0.05787619526633738,0.00805234021096868,0.11273276295356151,0.15953699042981695,0.0367388022125446,0.01006542526371085
STR,15714,64,0,0,0,10,60,6,17,5,6655,4372,2347,1366,682,272,101,61,17,3,3865,4317,3549,2067,1189,537,232,84,28,8,0.34387527838111914,0.08641425389370093,0.04899777282632527,0.09621380845896599,0.07706013362685701,0.010690423162107332,0.08819599108738549,0.20133630288635473,0.03964365255948135,0.00757238307315936
STR,10275,1470,2512,850,451,207,77,25,5,4,7329,4432,2208,1027,534,190,78,40,29,9,3436,5505,3734,1750,728,394,190,88,35,16,0.35550824904973344,0.07876530068766549,0.03778605641097466,0.09952102181482059,0.08249068653100103,0.004789781798574253,0.09313464608338826,0.21660457689108012,0.028206492813826155,0.0031931878657161686
STR,11357,2910,707,417,285,126,45,22,6,1,8887,4018,1719,802,277,108,44,14,4,3,3430,5114,3730,1985,988,423,143,46,11,6,0.3409696323739494,0.05647309536193537,0.035695258389147826,0.09323388385225179,0.10602024506627489,0.0037293553540900717,0.09749600425692616,0.22695791154891007,0.035162493338563534,0.004262120404674367
STR,10121,1713,2476,916,370,154,90,19,7,10,8047,4376,1882,930,357,162,63,43,12,4,3886,5485,3503,1611,710,369,185,77,32,18,0.36252091464793523,0.07975460122254575,0.03625209146479352,0.09648633574475815,0.09425543780846316,0.0033463469044424793,0.08254322364291448,0.21193530394802368,0.028443948687761074,0.004461795872589972
STR,12412,847,1256,915,304,96,34,5,4,3,4846,5660,2800,1325,718,313,124,54,28,8,2144,5120,4504,2176,1206,481,177,57,9,2,0.40623646598500496,0.1173668254604865,0.038111736680895986,0.1221307925455985,0.07449112169447852,0.006496318752425452,0.07968817669641888,0.12776093546436723,0.02381983542555999,0.0038977912514552714
STR,8366,2908,2619,1203,460,180,75,41,10,14,12613,2044,766,282,101,40,17,7,3,3,3926,5383,3073,1647,865,498,309,118,49,8,0.328848223878964,0.06620021528168997,0.03444564047177365,0.08719052744417705,0.11033369213614996,0.0037674919266002423,0.09257265876789167,0.22335844993415724,0.04951560817817462,0.0037674919266002423
STR,10607,2669,1557,483,288,171,35,56,6,4,11346,3384,744,255,94,26,10,9,5,3,3310,5617,3685,1753,801,425,213,58,10,4,0.37677419352407904,0.12645161289506762,0.03354838709460978,0.0967741935421436,0.04903225806135276,0.0006451612902809573,0.10322580644495317,0.16129032257023931,0.041290322577981264,0.010967741934776273
STR,10396,2228,2108,727,236,118,53,6,3,1,13280,2337,196,15,11,13,8,9,5,2,3146,5740,4168,1643,797,231,86,39,14,12,0.4093123984618672,0.06497022197807416,0.03194369247255313,0.08879263670336802,0.1034109366484347,0.005414185164839513,0.07796426637368899,0.15430427719792614,0.05305901461542723,0.010828370329679026
STR,10934,3164,1322,304,98,31,12,6,3,2,8580,4214,1743,692,330,160,90,46,13,8,4855,5862,2946,1170,532,323,133,31,9,15,0.3230352303347948,0.10243902438469164,0.03306233062151424,0.10623306232486542,0.09485094850434411,0.004336043360198588,0.10081300812461717,0.19403794036888683,0.03143631436143977,0.009756097560446824
STR,8219,3981,1940,884,449,195,116,57,22,13,6047,5175,2598,1171,535,229,82,25,6,8,4543,5207,3903,1448,480,171,77,36,9,2,0.4068965517054301,0.0822988505709288,0.04045977011308231,0.08551724137537853,0.09195402298427799,0.008735632183506408,0.08367816091569297,0.1411494252808667,0.04919540229658872,0.010114942528270578
STR,10819,2243,1658,621,286,128,50,39,19,13,9687,3815,1357,574,222,123,56,20,17,5,4636,6227,2875,1084,490,282,143,89,45,5,0.4308258810925394,0.10362966859002473,0.02893214097691046,0.10205155180946598,0.06891109941773219,0.006312467122235009,0.05944239873437967,0.14834297737252272,0.042083114148233396,0.009468700683352513
STR,10500,2531,1859,619,216,87,52,5,5,2,7652,4881,2071,826,261,120,43,10,8,4,3368,5586,3913,1588,824,332,138,71,31,25,0.3678220382634339,0.08070356957678719,0.027418520433139238,0.08587687531888893,0.06466632177627178,0.0067252974647322656,0.08173823072520754,0.2333160889687886,0.04242110708523429,0.009311950335783137
STR,12408,1041,863,868,453,145,77,12,8,1,3818,5364,3311,1765,867,447,184,83,27,10,2283,3706,4269,2735,1601,780,339,117,29,17,0.37339380195111893,0.09259259258909326,0.044973544971845296,0.12660619802998466,0.08767951624763116,0.011715797429640372,0.08163265305813935,0.13492063491553588,0.03552532123826435,0.010959939530953896
STR,12192,1334,624,891,350,330,110,27,16,2,4888,5804,2952,1316,602,215,76,14,4,5,2271,3695,4282,2438,1743,923,345,133,38,8,0.3940728874491761,0.11253504204595374,0.042050460550979156,0.100120144168998,0.07448938726173451,0.01201441730027976,0.07609130956843847,0.150981177406849,0.02803364036731944,0.009611533840223807
STR,10508,2945,1586,464,207,108,26,24,5,3,13917,1584,277,35,26,14,10,6,5,2,3991,5856,3487,1403,612,329,144,30,9,15,0.3505644681906973,0.11111111110450914,0.029114676171769775,0.10041592393936923,0.06535947712029949,0.003565062388379972,0.09744503861571925,0.19667260842562848,0.03505644681906973,0.010695187165139917
STR,12715,1088,1566,380,73,33,12,6,2,1,6964,5851,2121,661,177,62,22,12,4,2,2851,6226,3931,1914,708,145,59,30,10,2,0.33594027727209597,0.0796302879459783,0.04514752932651449,0.12371134020178773,0.08354070387189688,0.008887308922542221,0.0927835051513408,0.19089939565620692,0.029505865622840178,0.009953785993247288
STR,12462,1547,983,678,109,81,8,6,1,1,4817,5903,2992,1295,516,201,88,40,20,4,2144,4229,3765,2751,1647,899,273,126,35,7,0.37091052422660975,0.11115490736652918,0.04848245959603932,0.11549073708650018,0.06976744185771512,0.012613322821733807,0.07055577453407348,0.1635790303443603,0.02916830902525943,0.00827749310176281
STR,12066,2375,826,304,213,46,24,12,5,5,15376,357,64,30,16,13,3,8,8,1,4873,5358,2889,1461,724,340,127,62,26,16,0.37067545302742033,0.08292147171428217,0.04173531026679103,0.12300933552317356,0.07688083470198348,0.002196595277199528,0.10543657330557733,0.158154859958366,0.03294892915799292,0.006040637012298702
STR,10822,2519,1780,419,134,104,43,31,15,9,5201,5454,2845,1319,610,267,108,48,12,12,2749,5649,4129,1856,857,377,142,66,36,15,0.3952173912871645,0.07739130434446126,0.04130434782429112,0.07739130434446126,0.11695652173404537,0.008260869564858223,0.08999999999608696,0.12913043477699435,0.05478260869327033,0.00956521739088847
STR,12041,2151,1099,445,81,37,14,4,2,2,10210,4461,929,167,52,19,23,2,8,5,6427,6294,2358,570,123,40,17,15,20,12,0.341079460257081,0.0764617691125764,0.0494752623669612,0.108695652169839,0.09445277360965319,0.007496251873782,0.0768365817062655,0.1964017990930884,0.0378560719625991,0.011244377810673
STR,12201,2513,755,222,118,37,11,9,5,5,10789,3824,925,232,64,13,10,7,9,3,4935,5472,2847,1351,674,346,148,62,25,16,0.3690217391103792,0.10108695651624527,0.036956521737121925,0.134239130427487,0.06739130434416352,0.001630434782520085,0.10434782608128544,0.14673913042680764,0.03423913043292179,0.004347826086720226
STR,7905,4279,1884,851,456,229,159,63,34,16,7575,5178,2013,725,244,94,23,15,7,2,2708,5405,4250,2087,826,351,134,74,29,12,0.3752086811195656,0.0738731218666998,0.0375626043389999,0.07053422370323313,0.12145242069609966,0.008764607679099975,0.09307178630663307,0.16318864773943287,0.048414023370266526,0.00792988313823331
STR,10786,2601,1825,469,106,42,14,20,8,5,5427,5789,2701,1150,436,215,86,40,19,13,4233,6441,3561,1230,263,95,39,11,2,1,0.3850850414136466,0.06890536414876122,0.0444832097669218,0.07544701264389678,0.11295246401600731,0.01003052769254119,0.12385521150789991,0.12385521150789991,0.046663759265300316,0.008722197993514078
STR,12607,1995,1025,192,42,3,4,3,1,4,6820,6186,1991,596,170,57,31,17,4,4,1855,4967,4539,2599,1245,435,143,59,27,7,0.2922451743890198,0.06806637317751214,0.05113443955126534,0.11683034202110294,0.10362343379263043,0.009143244158173273,0.1032847951201055,0.21198780900060998,0.035895699287643225,0.007788689468073529
STR,10208,4065,1061,257,107,73,61,22,16,6,8060,5357,1652,496,185,69,25,18,12,2,4118,6001,3700,1451,391,146,50,15,2,2,0.3490039840498405,0.05856573704945953,0.04063745019758417,0.06653386453918192,0.11474103585200236,0.014342629481500295,0.12031872509480802,0.1860557768850177,0.04183266932104253,0.007968127489722386
STR,12208,2189,998,213,133,57,39,22,10,7,6295,5663,2419,901,376,133,50,28,10,1,4458,5245,3938,1530,447,166,57,25,8,2,0.35838607593519045,0.07792721518679085,0.050632911390402185,0.12895569619743055,0.09454113923676657,0.011471518986887995,0.07990506328797845,0.15387658227239412,0.03322784809995143,0.011075949366650477
STR,10266,3467,1338,423,209,92,44,24,6,7,7426,5155,1963,809,325,132,50,13,1,2,2382,5560,4550,2097,828,316,84,40,14,5,0.4166666666478979,0.1045045044997971,0.041891891890004876,0.08783783783388119,0.09189189188775262,0.009009009008603198,0.07522522522183671,0.12162162161614318,0.040990990989144556,0.010360360359893678
STR,12217,840,1659,662,374,63,53,6,1,1,5093,5712,2988,1248,479,226,85,30,9,6,2166,4158,3639,2739,1726,934,312,136,54,12,0.3547892720170579,0.10344827585810544,0.0459770114924913,0.1295019157038505,0.08965517241035804,0.008812260536060833,0.07049808428848667,0.1544061302622833,0.034482758619368475,0.008429118773623406
STR,11606,2744,965,405,75,34,27,14,0,6,6711,5185,2117,943,493,217,129,52,21,8,6090,6019,2285,790,361,184,81,30,20,16,0.36535589843875776,0.0866102538533295,0.04479840716551526,0.1304131408596111,0.07765057242022645,0.005475360875785198,0.10602289695838611,0.14385266300926566,0.0343454454935617,0.005475360875785198
STR,10642,3061,1360,453,200,82,39,27,4,8,10863,3221,996,420,187,100,48,19,17,5,5093,6660,2675,759,276,182,104,77,45,5,0.454216244156533,0.10760475943571625,0.0320744956010308,0.08949818933836015,0.07397827211205492,0.009829280909993311,0.054837040866278476,0.1288153129783334,0.03776513191734272,0.011381272632623835
STR,11524,1417,1370,1072,267,104,83,22,13,4,6152,5580,2561,965,368,141,75,24,9,1,2274,4762,3944,2537,1239,678,267,131,38,6,0.35369153458238534,0.10977966756436879,0.04947816002901129,0.10939311943914214,0.07344414379306362,0.014302280633386075,0.07383069191829028,0.17008117509972628,0.03478933127039856,0.01120989563157287
