Class,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,lbp0,lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9
AU,14368,1271,154,39,19,9,4,6,4,2,12137,2769,403,203,151,88,61,36,17,11,4138,6677,3057,1026,441,236,183,71,40,7,0.37149999998142497,0.067499999996625,0.048499999997575,0.09799999999509999,0.08499999999575,0.004499999999775,0.103499999994825,0.1779999999911,0.036499999998175,0.00699999999965
AU,11815,3170,479,196,114,53,36,4,7,2,3762,5370,3404,1773,890,380,182,68,32,15,2940,4717,3845,2203,1116,597,294,117,35,12,0.36823647292744305,0.08016032063726651,0.04709418837439407,0.08817635270099317,0.09068136272090774,0.005511022043812073,0.10070140280056605,0.18136272544181548,0.030060120238974943,0.008016032063726652
AU,13795,1628,177,109,75,43,26,12,5,6,4623,6236,3272,1081,423,175,39,20,4,3,4641,5996,3311,1219,419,192,67,21,5,5,0.310630464780919,0.08145421076477431,0.03865623561718103,0.08789691670097116,0.06396686608081147,0.005522319373883005,0.11458812700807235,0.2462034054189506,0.04463874827222095,0.006442705936196839
AU,7461,2950,3432,1433,368,162,50,12,6,2,2846,5126,4000,2273,984,427,139,42,26,13,3503,5354,3927,1900,766,300,77,33,13,3,0.33986928102988473,0.09290382819360861,0.04621848739280026,0.10877684406588344,0.06162464985706701,0.004201680672072751,0.11671335200202086,0.17320261437099896,0.04761904761682451,0.008870214752153585
AU,15452,296,2,0,1,6,11,19,55,34,15710,40,0,0,0,0,0,0,34,92,15325,425,0,0,0,0,0,19,65,42,0.46624944119507156,0.09789897183290573,0.036656236028759226,0.0867232901168206,0.087170317385464,0.012069736253371939,0.06705409029651077,0.09834599910154913,0.033974072416898794,0.01385784532794556
AU,6344,3506,3327,1898,551,185,49,13,2,1,4468,6075,3237,1326,507,167,54,18,16,8,2957,4735,4104,2310,995,436,214,90,29,6,0.3352545629041665,0.093179634961903,0.04562920268752982,0.10806916425993905,0.060518731985565864,0.004322766570397562,0.10999039384678241,0.19644572525473364,0.03986551392699974,0.006724303553951763
AU,6233,3390,3345,1793,698,252,118,40,5,2,4146,6168,3448,1361,498,164,62,20,6,3,2716,5001,3950,2455,1019,440,182,68,40,5,0.3624579932615239,0.08353336533444392,0.03552568410775201,0.0955352856411169,0.0705712914032371,0.00480076812266919,0.10513682188645528,0.18386941909822999,0.0504080652880265,0.008161305808537625
AU,7475,5188,2628,451,91,22,10,6,3,2,6027,6430,2326,732,202,84,39,20,9,7,2684,5226,4077,2155,927,457,179,111,43,17,0.36004056793306083,0.09229208924481277,0.039046653142036175,0.09584178498499787,0.05425963488568663,0.004563894523095137,0.10851926977137326,0.18509127788108057,0.05273833671132158,0.007606490871825228
AU,9977,2426,1853,995,474,102,27,13,6,3,5395,6284,2697,981,320,125,52,13,7,2,2528,6226,4251,1861,683,242,59,20,4,2,0.43755420639906534,0.10190806591058509,0.03902862098703259,0.09540329574607966,0.0949696444017793,0.009106678230307603,0.07675628794116408,0.11014744145229197,0.028620988723823897,0.006504770164505431
AU,7815,2881,2973,1510,387,207,79,17,3,4,4331,5711,3312,1567,629,203,86,26,9,2,3300,5972,4045,1676,582,170,82,32,10,7,0.37957875456137463,0.0906593406551896,0.046703296701158276,0.09844322343871598,0.0837912087873722,0.008699633699235366,0.08974358973948061,0.1547619047548186,0.03800366300192291,0.009615384614944352
AU,15468,336,34,14,10,3,0,1,7,3,3262,5143,3880,1948,955,423,167,70,21,7,3704,5136,3656,1813,995,343,146,63,14,6,0.35854045476686724,0.09994711792173733,0.03225806451442316,0.1020624008407159,0.045478582758039204,0.0021152829189785677,0.1020624008407159,0.2157588577358139,0.03490216816314637,0.006874669486680345
AU,7219,2550,2134,2095,1115,471,168,78,35,11,3631,5499,3589,1791,791,363,135,54,17,6,6020,6586,2565,545,94,32,18,8,5,3,0.36723404253756453,0.10170212765524672,0.04085106382804889,0.08638297871972839,0.09319148935773654,0.00595744680825713,0.0914893616982345,0.14765957446180172,0.05148936169993663,0.014042553190891807
AU,5447,3740,3518,2064,756,228,82,26,5,10,5315,6395,2873,970,240,59,12,7,2,3,2892,5426,4380,2053,744,262,74,28,12,5,0.3379860418575281,0.07577268195036028,0.05583250248973916,0.13260219341313048,0.06779661016611183,0.002492522432577641,0.11365902292554042,0.16849451644224853,0.038883349948211195,0.006480558324701866
AU,7951,2645,1614,2038,1052,359,154,31,18,14,4920,5854,3063,1323,469,142,68,27,7,3,5787,6466,2506,770,209,79,29,13,7,10,0.37907206315996683,0.12191510364649974,0.03455083909010114,0.10118460019243906,0.06268509377775493,0.005923000986874482,0.08144126356952412,0.16041461006118388,0.0409674234925485,0.011846001973748964
AU,6823,3163,2226,2018,1112,240,208,72,10,4,3708,5571,3570,1899,710,249,111,37,15,6,3111,5907,4022,1784,699,229,84,24,9,7,0.34525862067477336,0.07499999999676725,0.04051724137756391,0.11982758620173158,0.07068965516936683,0.005603448275620542,0.10258620689212991,0.18706896550917806,0.04439655172222429,0.009051724137540875
AU,7985,2875,2762,1481,493,178,55,33,12,2,3851,5666,3563,1640,665,276,126,66,19,4,3222,5895,4256,1591,601,192,74,27,12,6,0.39038744480674903,0.07945071112901174,0.04953408533351966,0.09906817066703932,0.059342815102533454,0.003923491907605518,0.10642471799379967,0.16429622363098106,0.038254046099153796,0.009318293280563104
AU,8389,2859,1839,1650,753,250,74,41,10,11,3834,5526,3578,1780,709,287,111,35,11,5,2628,5649,3753,2121,984,424,184,70,47,16,0.3628173628025054,0.09828009827607372,0.042588042586298606,0.10647010646574652,0.07739557739240804,0.005323505323287326,0.0839475839441463,0.18468468467712185,0.029893529892305756,0.00859950859915645
AU,8861,2542,2025,1684,511,163,63,21,3,3,4315,5868,3389,1445,565,169,71,36,15,3,4392,6235,3686,1117,327,96,15,4,2,2,0.4380757420451343,0.08597748208362449,0.03633572159486511,0.07267144318973022,0.07471852609648319,0.008700102353700096,0.09416581371063634,0.12845445239874848,0.04759467758200641,0.013306038893894265
AU,10860,1783,1561,1072,432,127,23,10,6,2,3171,5334,3676,1982,985,421,177,79,35,16,2214,5722,3948,2407,875,470,171,51,9,9,0.4441645675716136,0.09529806884570538,0.041141897563344174,0.0659109991576024,0.10915197312723963,0.01469353484405149,0.07892527287661943,0.09697732997073984,0.04366078925089586,0.010075566750206736
AU,8883,2408,2451,1365,525,156,50,28,9,1,2855,5343,3938,2085,1003,422,153,54,15,8,3741,5335,3900,2105,544,175,58,13,3,2,0.4080321284976694,0.11526104417207787,0.03935742971729488,0.10401606425285077,0.08755020079969679,0.010441767067853745,0.0755020080290963,0.12449799196287158,0.02690763052100773,0.008433734939420333
AU,6106,3470,3987,1638,419,177,60,12,5,2,5334,6576,2754,784,256,120,27,11,9,5,2685,4915,3780,2549,1086,553,184,73,36,15,0.3537712895204978,0.08175182481354007,0.03892944038740003,0.08807785887649257,0.07688564476511506,0.005352798053267504,0.10608272505566509,0.19610705595152766,0.04525547445035254,0.007785888077480006
AU,15623,127,0,0,0,2,12,36,48,28,15721,29,0,0,0,0,0,0,56,70,15292,458,0,0,0,0,1,24,52,49,0.4298520842478776,0.10040340653965024,0.030927835050160116,0.10981622590274244,0.08426714477434931,0.008068130882650465,0.0721649484503736,0.11698789779843174,0.037203047958888256,0.010309278350053372
AU,7926,2570,3002,1417,571,268,57,52,10,3,3638,5659,3555,1782,769,318,104,35,13,3,2805,4892,4629,2011,957,333,163,48,26,12,0.39194139192344596,0.10256410255940641,0.04304029303832233,0.12179487178929511,0.07463369963028234,0.005494505494253915,0.07417582417242785,0.13644688644063888,0.04166666666475886,0.008241758241380872
AU,9368,2565,1618,1426,638,183,40,26,2,10,3917,5956,3555,1493,622,233,70,22,4,4,3608,5164,3801,2248,684,234,102,25,8,2,0.38341346152310046,0.08533653845811953,0.04126602563937236,0.1045673076881183,0.08413461538124462,0.011618589743124255,0.08052884615061984,0.16466346153186445,0.03725961538312261,0.0072115384612495385
AU,7159,3131,2289,1789,923,377,142,33,29,4,2654,4915,3987,2298,1196,495,218,87,21,5,3731,5939,3730,1522,598,216,96,29,9,6,0.32728842831056615,0.10492227978821579,0.045336787562809296,0.10276338514236774,0.06865284973796835,0.0073402417958834095,0.09153713298395781,0.20811744385975314,0.029360967183533638,0.014680483591766819
AU,15146,592,12,0,1,6,20,42,37,20,15484,264,2,0,0,0,1,6,43,76,14258,1489,3,0,0,1,9,62,28,26,0.40039158098872285,0.08859520312831154,0.03132648066415435,0.07537934409812141,0.09446891825284048,0.008810572686793413,0.09006363190944378,0.1419481155094494,0.0538423886415153,0.015173764071699767
AU,9345,2137,1910,1452,539,355,113,14,5,6,5347,6620,2701,896,228,56,8,10,5,5,1911,5219,4339,2723,1077,369,145,51,32,10,0.43979057589851833,0.09222714457945119,0.03946838501653369,0.0877970197306566,0.07289569069380203,0.01047120418805996,0.06967378171286051,0.13693113169001486,0.039065646393916006,0.011679420055913032
AU,9052,1865,2480,1664,500,204,70,25,3,13,4363,5795,3300,1434,583,264,69,44,18,6,5596,6708,2732,575,152,62,28,15,5,3,0.39147476725176505,0.09603135717314888,0.04605585497079589,0.08917197451792395,0.07496325330352949,0.006369426751280283,0.0950514453652596,0.13522782948871984,0.05634492895363327,0.009309162174948106
AU,13027,2599,147,34,32,15,7,8,3,4,10323,4249,876,218,99,58,23,15,9,6,4347,5863,3542,1259,552,191,89,23,5,5,0.3472298409025107,0.07405375753845014,0.042786615466660086,0.09654415797605352,0.06582556225640013,0.0,0.1157432803008369,0.2128359846290271,0.037849698297430075,0.007131102577776681
AU,11495,2716,1064,415,134,29,10,6,5,2,3000,5200,3544,2245,1134,475,169,71,27,11,3691,4297,3447,2215,1165,656,291,77,25,12,0.3538146441191083,0.06758832564938104,0.03635432667504586,0.1054787506346401,0.06451612902895462,0.00665642601092389,0.07885304659094454,0.23451100869254934,0.04813108038668044,0.004096262160568548
AU,10230,4319,713,285,146,82,53,34,8,6,4266,5876,3356,1537,503,204,82,36,9,7,3261,4969,3954,2067,913,410,170,89,29,14,0.35226077810976547,0.10094637223444025,0.02786540483554861,0.12145110409456092,0.06151419558036203,0.003154574132326258,0.08044164037431957,0.21608832806434866,0.03417455310020113,0.0021030494215508386
AU,15579,171,0,0,0,2,10,41,48,25,15674,76,0,0,0,0,0,0,59,67,14853,897,0,0,0,0,0,32,75,19,0.41247672251338563,0.09497206703468473,0.0335195530710652,0.09962756051677712,0.06564245809750269,0.009310986964184777,0.07774674115094289,0.15409683425725806,0.04143389199062226,0.011173184357021733
AU,9671,2312,1253,1125,1050,299,61,13,86,6,3282,5286,3659,2030,960,399,177,58,17,8,2111,4543,4559,2207,1597,556,197,69,28,9,0.46215139440185254,0.09650287737509948,0.030544488710467266,0.06817175741176752,0.11863656484645257,0.01195219123453067,0.06595838866463222,0.0951748561268183,0.03895528994958144,0.01195219123453067
AU,8717,2095,2821,1479,499,171,54,32,7,1,4385,5678,3457,1471,578,204,63,24,8,8,2067,5180,3861,2556,1320,566,207,82,32,5,0.3921028466302983,0.0798898071588664,0.04820936638897111,0.09136822772766905,0.08769513314565221,0.007346189164033692,0.10009182735995906,0.1579430670267244,0.029843893478886874,0.005509641873025269
AU,10443,1983,675,1391,1005,268,52,15,39,5,4143,5969,3347,1459,606,249,70,25,3,5,2042,3634,4454,2913,1501,735,394,157,34,12,0.42363712024870426,0.11111111110648726,0.034124011650681484,0.11027881813939748,0.07906783187353027,0.0108198085721673,0.06741573033427317,0.12401165209637904,0.02788181439750804,0.011652101539257092
AU,7783,4732,2209,835,212,60,26,10,6,3,7583,5741,1860,516,108,53,8,5,1,1,2575,4812,4116,2252,1109,573,269,125,38,7,0.38489646769884917,0.0712545675961477,0.033495736904172,0.10231425090728902,0.07064555419789004,0.003045066991288364,0.0937880633316816,0.18696711326510554,0.04506699147106778,0.008526187575607419
AU,11248,4108,341,58,46,35,18,13,7,2,4304,5813,3321,1458,583,255,88,29,15,10,2801,5227,4092,2096,909,436,188,85,26,16,0.4115974985553384,0.07845366685170814,0.04320636725166536,0.0966458214839883,0.09550881181947078,0.0011370096645175094,0.09039226832914199,0.14496873222598244,0.03297328027100777,0.005116543490328792
AU,12378,2723,496,158,36,51,3,22,3,6,8181,5609,1515,407,118,23,7,13,2,1,2543,4565,4046,2407,1277,628,257,100,39,14,0.38398244649566743,0.09434997256750685,0.06034009873503345,0.12397147558288692,0.04991771804443677,0.0016456390564100034,0.0866703236375935,0.16291826658459033,0.02742731760683339,0.008776741634186683
AU,9730,4049,1391,295,239,70,32,58,8,4,11206,3701,668,152,86,32,21,7,2,1,2741,5412,3857,2029,1096,513,173,45,5,5,0.37789661316827705,0.09328579916260928,0.04278074866055967,0.10635769458666917,0.08556149732111934,0.0047534165178399635,0.09387997622733928,0.14913844324722883,0.04278074866055967,0.003565062388379972
AU,6285,3549,3156,1851,705,215,70,34,8,3,4575,5361,3150,1548,728,307,134,47,21,5,2069,4607,3594,2821,1478,769,340,142,37,19,0.36134020616694124,0.07680412370738122,0.035567010307444996,0.11288659793232543,0.08247422679987246,0.005154639174992029,0.10257731958234137,0.18505154638221383,0.028865979379955362,0.00927835051498565
AU,8480,3168,2735,1093,257,95,28,9,6,5,5213,6030,2894,1030,360,213,86,35,11,4,2321,5030,3896,2758,1108,449,179,92,35,8,0.3336141533136641,0.06065711878430257,0.0438079191219963,0.11373209772056732,0.07666385846349352,0.005475989890249538,0.11204717775433669,0.20176916595611757,0.04212299915576567,0.01010951979738376
AU,9100,4221,1810,470,188,58,18,0,6,5,13221,2329,239,52,14,7,6,5,1,2,3116,5743,3795,1815,847,358,139,39,18,6,0.36059907832024196,0.07142857142445688,0.05241935483569013,0.09965437787444387,0.07776497695404579,0.0028801843316313257,0.11463133639892677,0.1866359446897099,0.02937788018263952,0.004608294930610121
AU,11187,4204,375,47,24,18,12,4,3,2,7347,5823,1869,588,140,60,29,15,3,2,3268,5555,3977,1650,806,345,156,68,41,10,0.39270152503307726,0.094226579515565,0.04466230936575913,0.0691721132859928,0.07461873637937806,0.001633986928015578,0.094226579515565,0.1737472766789898,0.04956427014980586,0.00544662309338526
AU,11783,3494,422,97,38,16,8,5,7,6,13775,1284,334,164,123,94,52,29,14,7,5602,6415,2523,761,260,165,94,31,20,5,0.379649890570041,0.1192560174989466,0.05087527352019282,0.1356673960538475,0.06236323850862345,0.006017505470130333,0.08698030634097481,0.11542669583613639,0.03774617067627209,0.006017505470130333
AU,7344,3449,3328,1217,316,134,65,11,7,5,6347,5866,2455,783,276,118,19,4,7,1,2212,4821,3736,2744,1242,686,264,105,53,13,0.3825717321794595,0.07863974494800001,0.040913921358081085,0.09511158341683786,0.07332624866772974,0.00743889479237838,0.08289054197221622,0.19128586608972975,0.04038257173005406,0.00743889479237838
AU,11223,4001,511,72,30,18,12,4,3,2,6379,5827,2274,902,311,110,41,22,7,3,3568,5490,3658,1625,825,381,186,91,42,10,0.3897679324688941,0.07172995780212395,0.03850210970261065,0.06592827003871686,0.08649789029079652,0.004219409282477879,0.11550632910783194,0.17035864978004436,0.050632911389734546,0.0068565400840265535
AU,7889,3801,2800,1031,238,81,17,17,1,1,4865,5609,3021,1382,536,256,135,54,14,4,2676,5750,3984,2059,816,391,122,57,17,4,0.34498252619346065,0.09136295556208872,0.03245132301385665,0.08836744882234811,0.06540189715100339,0.005491762356191125,0.10034947578131055,0.22616075885041634,0.03794308537004777,0.007488766849351534
AU,5969,3840,3276,1772,648,253,65,44,6,3,4472,5598,3261,1495,626,277,96,28,15,8,3034,5447,4313,1778,781,333,114,44,23,9,0.355650776627978,0.08784145687799456,0.05088377075249685,0.1065881092604934,0.06534547401899596,0.003749330476499768,0.09587573647049406,0.18371719334848863,0.04445634707849725,0.005891805034499635
AU,9655,4923,1101,130,30,12,14,4,6,1,4476,6032,3263,1333,442,213,82,15,15,5,3931,6306,3791,1274,405,110,42,9,3,5,0.3956336528010845,0.10063897763042391,0.03940362087117127,0.09158679445731699,0.08626198082607764,0.006389776357487232,0.10489882853541539,0.13205537805473613,0.03461128860305584,0.008519701809982976
AU,7580,4171,2812,863,324,91,30,2,1,2,8326,5541,1506,381,79,27,6,3,4,3,2851,5188,4234,2007,969,398,145,47,26,11,0.39890109887918124,0.10879120878523124,0.0587912087879785,0.09395604395088153,0.049450549447832386,0.0049450549447832386,0.07692307691885038,0.1642857142766876,0.036813186811164106,0.007142857142464678
AU,9406,4094,1598,543,118,48,46,12,7,4,9451,4607,1286,312,127,62,20,8,2,1,5207,6296,2822,917,320,139,85,41,31,18,0.3761609906926645,0.06449948400079981,0.039731682144492686,0.08926728585710694,0.09907120742522851,0.003095975232038391,0.10113519091325411,0.17440660473816272,0.04592363260856947,0.006707946336083181
AU,9264,4893,1350,260,66,18,14,6,4,1,3270,5167,3712,2089,982,400,156,70,23,7,2670,5537,3833,2242,1066,353,130,28,9,8,0.4087591240662795,0.07977059436497547,0.029718456724206543,0.09019812304013565,0.08029197079873347,0.006777893638854124,0.11105318039045603,0.1475495307535167,0.03701772679681868,0.008863399373886163
AU,8952,2389,2178,1472,600,169,76,22,15,3,3417,5406,3752,1802,903,338,169,66,19,4,3784,6864,3621,1157,271,115,41,13,7,3,0.4574876576819809,0.09764125068032686,0.04662643993161676,0.07240811848204014,0.09325287986323352,0.007131102577776681,0.08612177728545684,0.08447613822904683,0.0477235326358901,0.007131102577776681
AU,8274,5043,1906,481,125,27,11,3,2,4,5141,5656,2806,1316,561,267,100,28,0,1,2071,4683,3937,2567,1317,682,339,177,74,29,0.39470842330482137,0.0593952483769225,0.03509719222272693,0.08369330453111806,0.08855291576195719,0.005399568034265682,0.10961123109559334,0.17008639307936899,0.046976241898111434,0.006479481641118818
AU,8047,4129,2277,939,336,86,47,9,3,3,4609,5683,3106,1454,606,231,105,52,23,7,2725,4800,4313,2240,1061,457,152,82,34,12,0.3840947546314667,0.1003948110490471,0.05470953186380657,0.11449520585930653,0.05809362661826883,0.003384094754462262,0.10095882684145747,0.146644106026698,0.030456852790160357,0.006768189508924524
AU,12957,2211,311,155,88,68,34,24,16,12,5565,6248,2532,812,425,160,71,39,22,2,5250,6444,2903,848,284,88,40,10,4,5,0.36720997121921334,0.08676893575806477,0.04074784275931219,0.08149568551862438,0.07478427612297295,0.006711409395651419,0.12943432405899166,0.14237775646489081,0.05800575263384441,0.012464046020495492
AU,10696,4166,799,134,67,7,1,1,3,2,12563,2839,344,73,19,12,12,7,4,3,9963,4649,964,175,51,37,14,10,5,8,0.37895310794007886,0.07197382769509411,0.057251908393824866,0.09323882224137192,0.06597600872050294,0.005997818974591176,0.10905125408347593,0.1690294438293877,0.043620501633390374,0.004907306433756417
AU,9424,3577,2046,441,257,90,28,8,3,2,15472,317,28,20,15,9,4,9,1,1,2745,4995,4533,2063,963,385,138,36,12,6,0.3247624370975538,0.07937395192401486,0.04807154834834703,0.13694801564354678,0.07937395192401486,0.003912800446958479,0.0883174958027771,0.2101732811509126,0.026271660143864076,0.0027948574621131997
AU,5764,4128,3375,1613,643,225,61,47,16,4,7229,5805,1940,661,143,48,30,15,3,2,3055,5725,4139,1633,776,331,139,45,26,7,0.32913306449953966,0.0937499999952747,0.04334677419136357,0.08719758064076624,0.0897177419309618,0.0040322580643128905,0.10282258063997869,0.1965725806352534,0.05040322580391113,0.0030241935482346674
AU,12224,2751,423,180,123,79,44,24,16,12,6965,5784,1945,680,296,126,57,14,5,4,4279,6212,3316,1302,512,161,63,16,10,5,0.3283927744173973,0.07457156090437372,0.06206577118749117,0.08939323760586415,0.08198239925511894,0.005094951366137334,0.12413154237498233,0.19314497451629714,0.030106530799902432,0.01111625752611782
AU,9237,4155,1918,432,93,29,5,3,1,3,3830,5477,3645,1749,710,305,114,32,10,4,2910,5311,4153,2125,863,321,102,60,22,9,0.3510167992771434,0.07515473032382164,0.05570291776942074,0.10344827585749566,0.10433244915542297,0.0066312997344548505,0.11317418213469611,0.14765694075386132,0.03757736516191082,0.0053050397875638805
